,id,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,score,direction
495,9992,travel,friends,sunny,evening,1,1,0,27,0
496,15133,travel,alone,rainy,morning,1,1,0,23,0
497,13177,travel,family,sunny,evening,1,1,0,34,0
498,17577,work,alone,sunny,morning,1,0,0,0,1
499,4951,travel,alone,sunny,evening,1,0,0,0,1
500,18459,travel,alone,rainy,evening,1,1,1,0,0
501,17322,travel,alone,sunny,evening,1,1,0,0,0
502,1795,work,alone,rainy,morning,1,1,1,0,0
503,9705,work,alone,sunny,morning,1,0,0,0,1
504,5328,travel,alone,sunny,evening,1,0,0,0,0
505,1883,work,alone,sunny,morning,1,0,0,0,0
506,19191,travel,alone,sunny,afternoon,1,0,0,1,1
507,11580,travel,friends,sunny,evening,1,1,0,0,0
508,14108,travel,family,sunny,afternoon,1,1,0,0,0
509,13352,travel,alone,sunny,evening,1,0,0,0,1
510,14583,travel,alone,rainy,afternoon,1,1,1,0,0
511,11134,work,alone,rainy,morning,1,1,1,3,0
512,9549,travel,alone,rainy,morning,1,1,0,0,0
513,8383,travel,alone,sunny,evening,1,0,0,0,0
514,18266,travel,alone,sunny,afternoon,1,0,0,0,0
515,2407,travel,family,sunny,night,1,0,0,0,1
516,9886,travel,family,rainy,evening,1,0,0,0,1
517,16345,travel,friends,sunny,evening,1,1,0,0,0
518,11877,travel,friends,snowy,afternoon,1,0,0,0,0
519,1126,travel,alone,sunny,evening,1,0,0,7,0
520,14264,work,alone,rainy,morning,1,0,0,0,0
521,6701,travel,alone,sunny,morning,1,0,0,28,0
522,8080,travel,alone,sunny,afternoon,1,1,0,0,1
523,19873,travel,alone,sunny,afternoon,1,0,0,19,0
524,1185,travel,alone,snowy,evening,1,1,0,0,0
525,10354,travel,alone,rainy,afternoon,1,0,0,0,0
526,8663,travel,alone,sunny,morning,1,0,0,3,0
527,5421,work,alone,snowy,morning,1,0,0,0,1
528,9458,travel,alone,sunny,morning,1,0,0,7,0
529,4122,travel,alone,sunny,evening,1,1,0,0,1
530,1179,travel,friends,snowy,morning,1,0,0,0,0
531,14072,travel,alone,rainy,morning,1,0,0,8,0
532,9800,travel,alone,snowy,morning,1,1,0,0,0
533,3616,travel,alone,sunny,afternoon,1,1,0,0,1
534,4449,travel,alone,sunny,evening,1,0,0,0,0
535,4732,travel,alone,rainy,night,1,0,0,9,1
536,11422,travel,alone,snowy,night,1,1,1,0,0
537,3108,work,alone,snowy,morning,1,1,0,0,0
538,6918,travel,friends,sunny,night,1,1,0,64,0
539,19315,travel,friends,sunny,morning,1,0,0,49,0
540,9547,work,alone,sunny,morning,1,0,0,49,1
541,7007,travel,friends,sunny,night,1,1,0,0,0
542,14150,travel,family,sunny,morning,1,0,0,0,0
543,2801,travel,alone,sunny,evening,1,1,0,0,1
544,5908,travel,alone,sunny,afternoon,1,0,0,0,1
545,1026,travel,family,sunny,afternoon,1,1,1,0,0
546,3280,travel,family,rainy,evening,1,0,0,0,1
547,13486,work,alone,snowy,morning,1,0,0,0,1
548,18021,travel,family,snowy,evening,1,0,0,12,0
549,2775,travel,friends,snowy,afternoon,1,0,0,9,0
550,13051,travel,alone,rainy,morning,1,1,0,10,0
551,3835,travel,family,rainy,evening,1,1,0,0,0
552,16075,travel,family,sunny,night,1,1,0,0,1
553,18943,work,alone,snowy,morning,1,0,0,10,1
554,12537,travel,friends,snowy,afternoon,1,0,0,28,0
555,14818,travel,alone,sunny,afternoon,1,1,0,30,1
556,12597,travel,friends,sunny,evening,1,1,0,4,0
557,15729,travel,friends,snowy,afternoon,1,0,0,0,0
558,11724,travel,alone,rainy,morning,1,1,0,0,0
559,2910,travel,family,sunny,evening,1,1,0,0,0
560,7967,travel,alone,sunny,afternoon,1,0,0,0,0
561,11349,travel,friends,snowy,morning,1,0,0,12,0
562,2150,travel,family,sunny,afternoon,1,1,1,10,0
563,2047,travel,friends,sunny,afternoon,1,0,0,0,0
564,19877,travel,friends,snowy,afternoon,1,0,0,29,0
565,6355,work,alone,snowy,morning,1,0,0,0,1
566,13241,travel,friends,snowy,morning,1,0,0,0,0
567,7002,work,alone,rainy,morning,1,0,0,0,0
568,16849,work,alone,snowy,morning,1,0,0,19,1
569,4144,work,alone,snowy,morning,1,0,0,11,1
570,8407,travel,alone,sunny,evening,1,0,0,25,0
571,15608,travel,friends,sunny,morning,1,0,0,5,0
572,18176,travel,friends,snowy,morning,1,0,0,5,0
573,15662,travel,family,sunny,evening,1,1,0,0,0
574,13256,travel,family,sunny,night,1,1,0,0,1
575,13438,travel,alone,sunny,evening,1,1,0,0,1
576,8520,work,alone,rainy,morning,1,0,0,0,0
577,9692,work,alone,snowy,morning,1,0,0,6,1
578,18262,travel,alone,sunny,afternoon,1,0,0,14,0
579,4490,travel,family,sunny,afternoon,1,1,1,0,0
580,2681,travel,friends,sunny,night,1,1,0,0,0
581,3117,travel,alone,rainy,afternoon,1,0,0,3,0
582,17912,travel,alone,snowy,night,1,1,1,2,0
583,11973,travel,friends,sunny,afternoon,1,1,0,4,0
584,17962,travel,friends,sunny,afternoon,1,1,0,24,0
585,16927,travel,alone,sunny,evening,1,0,0,0,1
586,13569,work,alone,sunny,morning,1,1,0,0,0
587,7797,travel,family,sunny,morning,1,1,0,17,0
588,12957,work,alone,sunny,morning,1,1,0,0,0
589,2809,travel,alone,sunny,evening,1,0,0,0,0
590,8508,work,alone,sunny,morning,1,1,1,1,0
591,13689,work,alone,sunny,morning,1,1,0,0,0
592,7837,travel,friends,sunny,morning,1,1,0,0,0
593,4640,work,alone,sunny,morning,1,1,0,28,0
594,9817,travel,friends,sunny,morning,1,0,0,0,0
595,12524,travel,friends,sunny,morning,1,1,0,0,0
596,10979,travel,friends,sunny,afternoon,1,1,0,0,0
597,8978,travel,friends,sunny,afternoon,1,1,0,26,0
598,1736,travel,family,sunny,evening,1,1,0,0,0
599,19316,travel,alone,sunny,evening,1,0,0,9,1
600,7900,travel,alone,sunny,afternoon,1,0,0,0,0
601,6930,work,alone,sunny,morning,1,1,1,0,0
602,5780,travel,alone,sunny,evening,1,0,0,3,1
603,11438,work,alone,sunny,morning,1,1,0,0,0
604,13407,travel,friends,sunny,morning,1,0,0,0,0
605,9556,travel,friends,sunny,morning,1,1,0,0,0
606,9398,travel,friends,sunny,evening,1,0,0,0,0
607,11653,travel,alone,sunny,afternoon,1,1,0,18,0
608,3988,travel,friends,sunny,morning,1,1,0,30,0
609,11355,travel,alone,sunny,afternoon,1,0,0,0,0
610,15304,travel,family,sunny,morning,1,1,0,0,0
611,9183,travel,alone,sunny,evening,1,0,0,7,1
612,15334,travel,alone,sunny,evening,1,1,0,0,0
613,3598,travel,alone,sunny,afternoon,1,0,0,0,0
614,1091,work,alone,sunny,morning,1,1,1,0,0
615,4955,work,alone,sunny,morning,1,0,0,0,1
616,12386,travel,alone,sunny,afternoon,1,0,0,0,0
617,17579,travel,friends,sunny,morning,1,1,0,0,0
618,12309,travel,friends,sunny,afternoon,1,1,0,0,0
619,3141,work,alone,sunny,morning,1,0,0,0,1
620,6646,work,alone,sunny,morning,1,0,0,0,0
621,1930,travel,alone,sunny,afternoon,1,0,0,0,1
622,9417,travel,alone,sunny,evening,1,1,0,0,0
623,11780,work,alone,sunny,morning,1,1,1,0,0
624,9932,work,alone,sunny,morning,1,1,0,0,0
625,11816,travel,friends,sunny,morning,1,0,0,0,0
626,11692,travel,alone,sunny,evening,1,0,0,47,0
627,1060,travel,friends,sunny,afternoon,1,1,0,4,0
628,19627,travel,friends,sunny,evening,1,0,0,0,0
629,19993,travel,friends,sunny,afternoon,1,1,0,6,0
630,15724,travel,alone,sunny,afternoon,1,0,0,5,1
631,16074,work,alone,sunny,morning,1,1,0,0,0
632,7299,work,alone,sunny,morning,1,0,0,5,1
633,17015,work,alone,sunny,morning,1,1,0,0,0
634,19317,travel,friends,sunny,morning,1,1,0,9,0
635,19206,travel,friends,sunny,afternoon,1,0,0,9,0
636,3200,travel,friends,sunny,morning,1,1,0,30,0
637,7164,travel,friends,sunny,morning,1,1,0,0,0
638,14257,travel,alone,sunny,afternoon,1,1,0,24,0
639,13334,work,alone,sunny,morning,1,1,0,0,0
640,6165,travel,friends,sunny,morning,1,0,0,0,0
641,1292,travel,friends,sunny,afternoon,1,0,0,0,0
642,5345,travel,friends,sunny,afternoon,1,0,0,0,0
643,13614,travel,alone,sunny,morning,1,0,0,1,0
644,4730,travel,family,sunny,morning,1,0,0,0,0
645,13122,travel,alone,sunny,afternoon,1,0,0,0,0
646,11636,work,alone,sunny,morning,1,1,0,4,0
647,5374,work,alone,sunny,morning,1,0,0,3,0
648,9420,travel,family,sunny,morning,1,1,0,0,0
649,16288,travel,alone,sunny,afternoon,1,0,0,0,1
650,17638,work,alone,sunny,morning,1,1,1,4,0
651,10733,travel,alone,sunny,afternoon,1,0,0,0,0
652,2884,work,alone,sunny,morning,1,1,1,0,0
653,13417,travel,friends,sunny,afternoon,1,1,0,0,0
654,4510,travel,friends,sunny,afternoon,1,1,0,0,0
655,10391,travel,family,sunny,morning,1,1,0,0,0
656,14436,travel,alone,sunny,afternoon,1,0,0,0,1
657,12459,work,alone,sunny,morning,1,1,1,0,0
658,18872,work,alone,sunny,morning,1,1,1,0,0
659,15452,work,alone,sunny,morning,1,1,0,24,0
660,13163,travel,friends,sunny,morning,1,1,0,0,0
661,9819,work,alone,sunny,morning,1,1,1,0,0
662,9454,work,alone,sunny,morning,1,0,0,29,0
663,19535,travel,friends,sunny,morning,1,1,0,14,0
664,1908,travel,friends,sunny,morning,1,1,0,33,0
665,1175,work,alone,sunny,morning,1,1,0,0,0
666,8975,travel,alone,sunny,evening,1,0,0,0,0
667,18431,work,alone,sunny,morning,1,1,1,0,0
668,8396,work,alone,sunny,morning,1,1,0,63,0
669,11707,work,alone,sunny,morning,1,1,0,35,0
670,16966,travel,family,sunny,morning,1,0,0,0,0
671,3662,work,alone,sunny,morning,1,0,0,0,1
672,15327,work,alone,sunny,morning,1,1,1,0,0
673,17032,travel,family,sunny,afternoon,1,1,0,17,0
674,16817,travel,friends,sunny,afternoon,1,1,0,0,0
675,7410,travel,family,sunny,afternoon,1,1,0,13,0
676,4562,travel,alone,sunny,afternoon,1,0,0,25,1
677,17564,travel,alone,sunny,morning,1,0,0,27,0
678,13725,work,alone,sunny,morning,1,1,0,0,0
679,14966,travel,friends,sunny,morning,1,1,0,0,0
680,4983,travel,friends,sunny,afternoon,1,1,0,0,0
681,7118,travel,family,sunny,morning,1,1,0,24,0
682,5252,travel,alone,sunny,evening,1,0,0,29,1
683,15632,work,alone,sunny,morning,1,1,1,24,0
684,10197,work,alone,sunny,morning,1,1,1,0,0
685,4941,travel,friends,sunny,morning,1,1,0,7,0
686,17676,travel,friends,sunny,afternoon,1,1,0,0,0
687,10970,travel,family,sunny,morning,1,1,0,0,0
688,6677,travel,family,sunny,afternoon,1,0,0,0,0
689,2877,travel,family,sunny,afternoon,1,1,0,4,0
690,8164,travel,friends,sunny,morning,1,1,0,0,0
691,13712,travel,friends,sunny,afternoon,1,1,0,0,0
692,8155,work,alone,sunny,morning,1,1,1,9,0
693,18118,travel,friends,sunny,afternoon,1,1,0,0,0
694,14506,travel,family,sunny,morning,1,0,0,0,0
695,13911,travel,alone,sunny,evening,1,0,0,1,1
696,5991,work,alone,sunny,morning,1,0,0,0,1
697,14871,travel,friends,sunny,afternoon,1,1,0,0,0
698,15915,travel,family,sunny,morning,1,1,0,8,0
699,8974,work,alone,sunny,morning,1,1,1,0,0
700,14740,travel,family,sunny,afternoon,1,1,0,0,0
701,7621,work,alone,sunny,morning,1,1,0,0,0
702,9059,travel,friends,sunny,morning,1,0,0,10,0
703,1334,travel,family,sunny,evening,1,1,0,0,0
704,15414,travel,alone,sunny,afternoon,1,0,0,0,0
705,14329,work,alone,sunny,morning,1,1,1,0,0
706,9446,work,alone,sunny,morning,1,1,1,10,0
707,3711,work,alone,sunny,morning,1,1,0,8,0
708,17019,travel,friends,sunny,morning,1,1,0,0,0
709,1796,travel,alone,sunny,afternoon,1,0,0,19,0
710,6086,travel,friends,sunny,evening,1,1,0,0,0
711,7198,travel,family,sunny,morning,1,0,0,0,0
712,14937,travel,friends,sunny,afternoon,1,1,0,0,0
713,6326,travel,alone,sunny,afternoon,1,0,0,0,0
714,10765,travel,family,sunny,morning,1,1,0,0,0
715,15399,travel,alone,sunny,evening,1,0,0,0,0
716,1133,work,alone,sunny,morning,1,1,1,0,0
717,2072,work,alone,sunny,morning,1,1,1,0,0
718,7849,work,alone,sunny,morning,1,1,0,0,0
719,8181,work,alone,sunny,morning,1,0,0,0,1
720,16411,travel,friends,sunny,morning,1,1,0,0,0
721,2991,travel,friends,sunny,afternoon,1,0,0,0,0
722,12198,work,alone,sunny,morning,1,1,1,0,0
723,5410,travel,family,sunny,evening,1,1,0,0,0
724,19060,work,alone,sunny,morning,1,1,0,0,0
725,15996,travel,friends,sunny,morning,1,0,0,0,0
726,18652,travel,friends,sunny,afternoon,1,1,0,0,0
727,12598,travel,family,sunny,morning,1,1,0,3,0
728,5042,travel,family,sunny,morning,1,1,0,0,0
729,12197,travel,alone,sunny,afternoon,1,0,0,0,1
730,1625,travel,alone,sunny,afternoon,1,0,0,3,0
731,15459,work,alone,sunny,morning,1,1,1,0,0
732,9505,work,alone,sunny,morning,1,1,0,0,0
733,9238,travel,family,sunny,morning,1,0,0,0,0
734,17313,travel,alone,sunny,night,1,0,0,0,1
735,8684,work,alone,sunny,morning,1,0,0,0,1
736,10151,travel,friends,sunny,morning,1,1,0,0,0
737,13240,travel,friends,sunny,afternoon,1,0,0,0,0
738,15757,work,alone,sunny,morning,1,1,0,0,0
739,3790,travel,friends,sunny,morning,1,1,0,0,0
740,8842,travel,friends,sunny,morning,1,0,0,0,0
741,16632,travel,family,sunny,afternoon,1,0,0,0,0
742,2954,travel,family,sunny,afternoon,1,1,0,0,0
743,19200,work,alone,sunny,morning,1,1,0,11,0
744,12069,travel,alone,sunny,afternoon,1,1,1,0,0
745,14543,work,alone,sunny,morning,1,1,0,0,0
746,15153,travel,family,sunny,afternoon,1,0,0,17,0
747,14303,travel,friends,sunny,morning,1,1,0,15,0
748,12484,travel,family,sunny,morning,1,0,0,16,0
749,4167,travel,alone,sunny,evening,1,0,0,9,1
750,6313,travel,alone,sunny,evening,1,0,0,0,1
751,17851,work,alone,sunny,morning,1,1,0,0,0
752,19995,travel,alone,sunny,night,1,0,0,0,1
753,1313,work,alone,sunny,morning,1,0,0,48,1
754,2418,travel,alone,sunny,evening,1,0,0,0,0
755,8755,travel,friends,sunny,afternoon,1,1,0,0,0
756,2692,travel,alone,sunny,afternoon,1,1,0,0,0
757,8360,travel,alone,sunny,evening,1,1,0,0,1
758,9416,work,alone,sunny,morning,1,0,0,0,1
759,13233,work,alone,sunny,morning,1,1,0,13,1
760,19853,travel,alone,sunny,morning,1,0,0,0,0
761,2205,travel,alone,sunny,afternoon,1,1,0,6,0
762,11026,travel,alone,sunny,afternoon,1,0,0,4,1
763,15352,travel,alone,sunny,evening,1,0,0,0,0
764,9650,travel,alone,sunny,evening,1,1,0,8,1
765,11774,travel,alone,sunny,afternoon,1,1,0,0,0
766,13968,travel,alone,sunny,afternoon,1,1,1,0,0
767,6890,travel,alone,sunny,night,1,0,0,13,1
768,17179,travel,family,sunny,afternoon,1,1,0,0,0
769,16297,travel,alone,sunny,evening,1,0,0,0,0
770,7584,work,alone,sunny,morning,1,0,0,0,1
771,17908,travel,friends,sunny,morning,1,1,0,12,0
772,10014,travel,alone,sunny,morning,1,1,0,8,0
773,8673,travel,alone,sunny,night,1,1,0,0,1
774,19771,travel,friends,sunny,afternoon,1,0,0,0,0
775,1829,travel,family,sunny,evening,1,1,0,0,0
776,13265,work,alone,sunny,morning,1,0,0,0,1
777,2151,work,alone,sunny,morning,1,1,0,0,0
778,14844,travel,friends,sunny,afternoon,1,0,0,0,0
779,13647,work,alone,sunny,morning,1,1,1,0,0
780,1727,travel,alone,sunny,morning,1,0,0,2,0
781,9629,travel,alone,sunny,afternoon,1,1,0,0,0
782,4515,travel,alone,sunny,evening,1,1,0,0,0
783,5932,travel,alone,sunny,evening,1,0,0,0,1
784,6175,travel,alone,sunny,night,1,1,0,0,1
785,12251,travel,friends,sunny,afternoon,1,1,0,2,0
786,7929,travel,alone,sunny,night,1,1,1,0,0
787,1801,travel,alone,sunny,night,1,0,0,3,1
788,7549,work,alone,sunny,morning,1,0,0,0,1
789,19747,work,alone,sunny,morning,1,1,0,2,1
790,17508,work,alone,sunny,morning,1,1,0,3,0
791,15163,travel,friends,sunny,afternoon,1,1,0,5,0
792,16556,travel,alone,sunny,evening,1,0,0,0,0
793,12508,travel,alone,sunny,evening,1,1,1,3,0
794,6893,travel,alone,sunny,night,1,1,0,2,1
795,15448,work,alone,sunny,morning,1,1,0,5,0
796,11983,travel,alone,sunny,night,1,1,1,0,0
797,9039,travel,alone,sunny,afternoon,1,0,0,0,0
798,4435,travel,alone,sunny,evening,1,0,0,22,1
799,17668,work,alone,sunny,morning,1,1,0,23,0
800,4488,travel,alone,sunny,morning,1,0,0,0,0
801,8712,travel,friends,sunny,morning,1,1,0,0,0
802,17084,travel,friends,sunny,afternoon,1,1,0,0,0
803,18291,travel,friends,sunny,afternoon,1,1,0,0,0
804,10449,travel,alone,sunny,afternoon,1,1,0,0,0
805,15231,travel,alone,sunny,evening,1,1,0,0,1
806,7890,work,alone,sunny,morning,1,1,1,0,0
807,13899,work,alone,sunny,morning,1,1,0,17,0
808,3202,work,alone,sunny,morning,1,0,0,0,1
809,13116,work,alone,sunny,morning,1,1,0,17,0
810,1733,travel,alone,sunny,morning,1,1,0,0,0
811,9867,travel,alone,sunny,afternoon,1,1,0,21,0
812,16730,travel,alone,sunny,evening,1,1,1,0,0
813,18546,work,alone,sunny,morning,1,0,0,1,1
814,2278,travel,alone,sunny,morning,1,0,0,0,0
815,8569,travel,friends,sunny,afternoon,1,0,0,10,0
816,7188,travel,alone,sunny,evening,1,1,1,0,0
817,14040,work,alone,sunny,morning,1,0,0,0,1
818,11210,travel,family,sunny,morning,1,0,0,0,0
819,9835,travel,alone,sunny,night,1,1,0,0,1
820,5271,travel,family,sunny,morning,1,1,0,6,0
821,5817,travel,family,sunny,afternoon,1,0,0,0,0
822,10715,travel,alone,sunny,afternoon,1,0,0,0,1
823,19310,work,alone,sunny,morning,1,1,0,0,1
824,3251,travel,alone,sunny,morning,1,0,0,0,0
825,4940,travel,alone,sunny,evening,1,1,1,0,0
826,1036,work,alone,sunny,morning,1,1,0,0,1
827,5974,travel,friends,sunny,afternoon,1,1,0,51,0
828,15431,travel,alone,sunny,night,1,1,1,60,0
829,11048,work,alone,sunny,morning,1,1,0,0,1
830,18983,work,alone,sunny,morning,1,0,0,54,1
831,12878,travel,alone,sunny,morning,1,0,0,11,0
832,3223,travel,alone,sunny,afternoon,1,1,0,0,0
833,2311,travel,alone,sunny,afternoon,1,1,0,0,0
834,7442,travel,family,sunny,morning,1,0,0,0,0
835,14569,travel,family,sunny,morning,1,1,0,0,0
836,14023,travel,family,sunny,afternoon,1,0,0,30,0
837,8933,travel,alone,sunny,evening,1,0,0,36,1
838,18351,travel,friends,sunny,afternoon,1,1,0,0,0
839,14586,travel,alone,sunny,evening,1,0,0,7,0
840,10174,travel,family,sunny,morning,1,0,0,5,0
841,9056,work,alone,sunny,morning,1,1,1,0,0
842,13967,work,alone,snowy,morning,1,1,1,7,0
843,14332,travel,alone,snowy,afternoon,1,1,0,27,1
844,19798,work,alone,snowy,morning,1,1,1,0,0
845,2002,travel,friends,sunny,evening,1,0,0,0,0
846,13963,travel,family,sunny,morning,1,0,0,1,0
847,15275,travel,alone,sunny,evening,1,1,0,0,1
848,19104,travel,family,snowy,night,1,1,0,0,0
849,18455,travel,alone,snowy,evening,1,1,0,2,1
850,17070,travel,alone,sunny,night,1,0,0,0,0
851,17012,travel,friends,rainy,afternoon,1,0,0,9,0
852,3319,work,alone,sunny,morning,1,1,1,0,0
853,11808,work,alone,sunny,morning,1,0,0,0,0
854,7487,travel,family,rainy,evening,1,1,0,19,0
855,5003,travel,friends,sunny,night,1,0,0,23,0
856,10273,travel,alone,snowy,afternoon,1,1,0,0,0
857,2722,work,alone,snowy,morning,1,1,1,33,0
858,15301,travel,friends,sunny,afternoon,1,1,0,0,0
859,9035,travel,family,rainy,night,1,1,0,5,0
860,8152,travel,friends,snowy,evening,1,1,0,0,0
861,17679,travel,family,sunny,afternoon,1,1,0,8,0
862,15485,travel,friends,sunny,night,1,0,0,0,0
863,3228,travel,friends,rainy,night,1,1,0,34,0
864,14673,travel,alone,snowy,evening,1,1,0,36,0
865,13684,travel,alone,snowy,night,1,0,0,0,0
866,10412,travel,family,snowy,afternoon,1,1,0,7,0
867,17228,travel,alone,sunny,afternoon,1,0,0,0,0
868,10192,travel,friends,sunny,evening,1,0,0,0,0
869,12848,travel,alone,sunny,afternoon,1,0,0,7,1
870,1788,travel,family,sunny,night,1,1,0,1,0
871,10493,work,alone,snowy,morning,1,1,1,0,0
872,6414,work,alone,snowy,morning,1,1,1,9,0
873,1597,travel,family,rainy,afternoon,1,1,0,0,0
874,14609,travel,family,rainy,evening,1,1,0,5,0
875,16896,travel,friends,rainy,night,1,1,0,4,0
876,3204,travel,friends,snowy,evening,1,1,0,7,0
877,1327,travel,alone,snowy,evening,1,0,0,0,0
878,4114,work,alone,rainy,morning,1,1,1,0,0
879,2322,travel,family,snowy,afternoon,1,1,0,0,0
880,13974,travel,family,rainy,evening,1,1,0,0,0
881,3957,travel,friends,snowy,morning,1,1,0,0,0
882,7390,work,alone,snowy,morning,1,1,1,10,0
883,9255,travel,alone,sunny,evening,1,0,0,30,0
884,1399,travel,friends,sunny,night,1,0,0,0,0
885,17401,travel,family,rainy,morning,1,0,0,0,0
886,14261,travel,alone,sunny,afternoon,1,1,0,0,1
887,12453,travel,family,rainy,night,1,1,0,0,0
888,2427,travel,alone,sunny,afternoon,1,0,0,0,0
889,18128,travel,alone,snowy,afternoon,1,1,0,0,0
890,19553,work,alone,rainy,morning,1,1,1,33,0
891,10403,travel,alone,sunny,afternoon,1,1,0,0,1
892,12800,work,alone,rainy,morning,1,1,1,0,0
893,12596,travel,friends,rainy,evening,1,1,0,16,0
894,5638,travel,family,rainy,evening,1,1,0,27,0
895,17233,travel,friends,sunny,afternoon,1,1,0,0,0
896,15571,travel,family,sunny,afternoon,1,0,0,0,0
897,13200,travel,alone,sunny,evening,1,1,0,0,1
898,18036,travel,alone,snowy,evening,1,0,0,0,0
899,2268,work,alone,rainy,morning,1,1,1,34,0
900,9821,work,alone,snowy,morning,1,1,1,41,0
901,10810,travel,family,snowy,evening,1,1,0,10,0
902,8930,work,alone,rainy,morning,1,1,1,0,0
903,5558,work,alone,snowy,morning,1,1,1,0,0
904,4503,work,alone,sunny,morning,1,0,0,2,1
905,18609,travel,alone,sunny,afternoon,1,0,0,0,1
906,3379,work,alone,rainy,morning,1,1,1,5,0
907,15298,travel,friends,sunny,morning,1,1,0,0,0
908,1014,travel,alone,sunny,morning,1,1,0,0,0
909,8944,travel,friends,sunny,afternoon,1,0,0,0,0
910,14838,travel,friends,sunny,evening,1,0,0,12,0
911,8315,travel,family,sunny,afternoon,1,1,0,0,0
912,15249,travel,alone,snowy,night,1,0,0,0,0
913,12871,travel,alone,sunny,afternoon,1,0,0,0,1
914,11168,travel,family,rainy,night,1,1,0,0,0
915,4358,travel,family,snowy,evening,1,1,0,29,0
916,6493,travel,alone,snowy,night,1,0,0,1,0
917,11809,travel,alone,sunny,afternoon,1,0,0,26,0
918,7111,travel,friends,rainy,evening,1,1,0,0,0
919,5533,travel,family,sunny,afternoon,1,0,0,0,0
920,11394,work,alone,snowy,morning,1,1,1,0,0
921,10252,travel,family,rainy,night,1,1,0,25,0
922,13824,travel,family,snowy,evening,1,1,0,0,0
923,10614,travel,alone,sunny,evening,1,0,0,0,0
924,9254,travel,friends,sunny,night,1,0,0,23,0
925,9611,travel,alone,sunny,evening,1,0,0,18,1
926,7036,travel,friends,sunny,afternoon,1,1,0,0,0
927,16379,travel,friends,snowy,evening,1,1,0,0,0
928,12232,travel,alone,snowy,evening,1,0,0,28,0
929,19369,travel,family,sunny,evening,1,0,0,0,1
930,1565,work,alone,snowy,morning,1,1,1,0,0
931,19540,travel,friends,sunny,night,1,0,0,34,0
932,1454,work,alone,rainy,morning,1,1,1,0,0
933,6243,work,alone,snowy,morning,1,1,1,0,0
934,6178,travel,alone,sunny,morning,1,1,0,0,0
935,1111,travel,friends,sunny,afternoon,1,1,0,0,0
936,5894,travel,friends,sunny,afternoon,1,0,0,0,0
937,9102,travel,alone,snowy,evening,1,0,0,26,0
938,3386,work,alone,snowy,morning,1,1,1,0,0
939,14670,travel,friends,snowy,morning,1,1,0,0,0
940,5423,travel,family,sunny,afternoon,1,0,0,0,0
941,17043,work,alone,snowy,morning,1,1,1,0,0
942,3572,travel,alone,sunny,morning,1,1,0,4,0
943,9256,travel,alone,sunny,evening,1,0,0,9,0
944,15948,travel,friends,sunny,night,1,0,0,6,0
945,19274,travel,friends,snowy,morning,1,1,0,0,0
946,12734,travel,friends,snowy,night,1,1,0,0,0
947,16042,travel,family,sunny,evening,1,1,0,0,0
948,2754,travel,family,sunny,morning,1,1,0,0,0
949,3123,travel,alone,sunny,afternoon,1,1,0,0,1
950,17206,travel,family,sunny,morning,1,0,0,0,0
951,15746,work,alone,rainy,morning,1,1,1,0,0
952,7024,travel,alone,snowy,afternoon,1,0,0,6,0
953,14644,travel,family,sunny,night,1,1,0,6,0
954,7278,work,alone,rainy,morning,1,1,1,0,0
955,16234,work,alone,snowy,morning,1,1,0,3,1
956,14199,work,alone,sunny,morning,1,1,0,0,1
957,18433,travel,alone,sunny,morning,1,1,0,10,0
958,19312,travel,alone,rainy,morning,1,1,0,8,0
959,18607,travel,alone,rainy,evening,1,1,1,0,0
960,12958,travel,friends,rainy,night,1,1,0,1,0
961,9784,travel,alone,sunny,afternoon,1,0,0,0,1
962,16508,work,alone,sunny,morning,1,1,0,1,1
963,12989,travel,friends,sunny,evening,1,1,0,0,0
964,6956,travel,alone,sunny,evening,1,0,0,9,1
965,12923,travel,alone,rainy,afternoon,1,1,1,11,0
966,7578,travel,alone,snowy,night,1,1,1,0,0
967,6856,travel,alone,sunny,evening,1,1,0,0,0
968,5546,work,alone,sunny,morning,1,1,0,0,1
969,16421,work,alone,rainy,morning,1,1,0,11,1
970,1040,travel,alone,rainy,morning,1,1,0,12,0
971,13600,travel,family,sunny,afternoon,1,0,0,0,0
972,7378,travel,alone,sunny,evening,1,0,0,0,1
973,7477,work,alone,rainy,morning,1,1,0,13,1
974,6544,travel,alone,rainy,evening,1,1,1,27,0
975,9958,travel,alone,snowy,evening,1,1,1,19,0
976,10180,work,alone,sunny,morning,1,1,0,34,1
977,15900,travel,family,sunny,afternoon,1,1,0,0,1
978,14810,travel,family,sunny,night,1,1,0,10,0
979,12166,work,alone,rainy,morning,1,1,1,12,0
980,16670,travel,alone,sunny,evening,1,0,0,0,0
981,6880,travel,alone,rainy,afternoon,1,1,1,9,0
982,13885,work,alone,rainy,morning,1,1,0,0,1
983,2375,work,alone,snowy,morning,1,1,0,0,1
984,6836,work,alone,sunny,morning,1,1,0,2,1
985,1603,travel,alone,sunny,morning,1,1,0,0,0
986,3021,travel,friends,sunny,night,1,1,0,0,0
987,10100,travel,alone,snowy,evening,1,1,1,0,0
988,8564,work,alone,sunny,morning,1,0,0,8,0
989,10409,work,alone,snowy,morning,1,1,0,6,1
990,13186,travel,friends,rainy,evening,1,1,0,0,0
991,7924,travel,alone,sunny,evening,1,0,0,11,1
992,4910,work,alone,snowy,morning,1,1,0,8,1
